tile_name,split
dop20rgbi_32_394_5468_2_rp_2023_005_011,test
dop20rgbi_32_394_5468_2_rp_2023_006_010,test
dop20rgbi_32_394_5468_2_rp_2023_006_011,test
dop20rgbi_32_410_5470_2_rp_2023_019_019,test
dop20rgbi_32_410_5470_2_rp_2023_019_020,test
dop20rgbi_32_410_5470_2_rp_2023_020_019,test
dop20rgbi_32_410_5470_2_rp_2023_020_020,test
dop20rgbi_32_404_5578_2_rp_2023_002_006,train
dop20rgbi_32_360_5576_2_rp_2023_005_003,train
dop20rgbi_32_360_5576_2_rp_2023_006_003,train
dop20rgbi_32_360_5576_2_rp_2023_007_003,train
dop20rgbi_32_360_5576_2_rp_2023_008_003,train
dop20rgbi_32_376_5608_2_rp_2023_005_013,train
dop20rgbi_32_376_5608_2_rp_2023_005_014,train
dop20rgbi_32_376_5608_2_rp_2023_005_015,train
dop20rgbi_32_376_5608_2_rp_2023_006_014,train
dop20rgbi_32_376_5608_2_rp_2023_006_015,train
dop20rgbi_32_376_5608_2_rp_2023_006_016,train
dop20rgbi_32_376_5608_2_rp_2023_007_014,train
dop20rgbi_32_376_5608_2_rp_2023_008_012,train
dop20rgbi_32_376_5608_2_rp_2023_008_013,train
dop20rgbi_32_376_5608_2_rp_2023_008_014,train
dop20rgbi_32_376_5608_2_rp_2023_009_013,train
dop20rgbi_32_376_5608_2_rp_2023_009_014,train
dop20rgbi_32_376_5608_2_rp_2023_015_013,train
dop20rgbi_32_376_5608_2_rp_2023_015_014,train
dop20rgbi_32_376_5608_2_rp_2023_016_013,train
dop20rgbi_32_376_5608_2_rp_2023_016_014,train
dop20rgbi_32_376_5608_2_rp_2023_017_014,train
dop20rgbi_32_376_5608_2_rp_2023_018_013,train
dop20rgbi_32_376_5608_2_rp_2023_018_014,train
dop20rgbi_32_376_5608_2_rp_2023_018_020,train
dop20rgbi_32_376_5608_2_rp_2023_019_015,train
dop20rgbi_32_376_5608_2_rp_2023_019_016,train
dop20rgbi_32_376_5608_2_rp_2023_019_017,train
dop20rgbi_32_376_5608_2_rp_2023_020_014,train
dop20rgbi_32_378_5602_2_rp_2023_013_012,train
dop20rgbi_32_378_5602_2_rp_2023_015_010,train
dop20rgbi_32_378_5602_2_rp_2023_016_007,train
dop20rgbi_32_378_5602_2_rp_2023_016_008,train
dop20rgbi_32_378_5602_2_rp_2023_016_009,train
dop20rgbi_32_378_5602_2_rp_2023_016_010,train
dop20rgbi_32_378_5604_2_rp_2023_020_017,train
dop20rgbi_32_378_5604_2_rp_2023_020_018,train
dop20rgbi_32_378_5606_2_rp_2023_003_001,train
dop20rgbi_32_378_5606_2_rp_2023_003_002,train
dop20rgbi_32_378_5606_2_rp_2023_004_001,train
dop20rgbi_32_378_5606_2_rp_2023_004_002,train
dop20rgbi_32_378_5608_2_rp_2023_001_006,train
dop20rgbi_32_378_5608_2_rp_2023_001_007,train
dop20rgbi_32_378_5608_2_rp_2023_001_017,train
dop20rgbi_32_378_5608_2_rp_2023_001_018,train
dop20rgbi_32_378_5608_2_rp_2023_001_019,train
dop20rgbi_32_378_5608_2_rp_2023_001_020,train
dop20rgbi_32_378_5608_2_rp_2023_002_005,train
dop20rgbi_32_378_5608_2_rp_2023_002_006,train
dop20rgbi_32_378_5608_2_rp_2023_002_007,train
dop20rgbi_32_378_5608_2_rp_2023_002_018,train
dop20rgbi_32_378_5608_2_rp_2023_002_019,train
dop20rgbi_32_378_5608_2_rp_2023_002_020,train
dop20rgbi_32_378_5608_2_rp_2023_003_011,train
dop20rgbi_32_378_5608_2_rp_2023_003_012,train
dop20rgbi_32_378_5608_2_rp_2023_003_019,train
dop20rgbi_32_378_5608_2_rp_2023_003_020,train
dop20rgbi_32_378_5608_2_rp_2023_004_009,train
dop20rgbi_32_378_5608_2_rp_2023_004_010,train
dop20rgbi_32_378_5608_2_rp_2023_004_011,train
dop20rgbi_32_378_5608_2_rp_2023_004_012,train
dop20rgbi_32_378_5608_2_rp_2023_004_020,train
dop20rgbi_32_378_5608_2_rp_2023_005_009,train
dop20rgbi_32_378_5608_2_rp_2023_005_010,train
dop20rgbi_32_378_5608_2_rp_2023_005_011,train
dop20rgbi_32_378_5608_2_rp_2023_005_012,train
dop20rgbi_32_378_5608_2_rp_2023_006_009,train
dop20rgbi_32_378_5608_2_rp_2023_006_010,train
dop20rgbi_32_378_5608_2_rp_2023_006_011,train
dop20rgbi_32_378_5608_2_rp_2023_006_012,train
dop20rgbi_32_378_5608_2_rp_2023_017_004,train
dop20rgbi_32_378_5608_2_rp_2023_020_002,train
dop20rgbi_32_378_5610_2_rp_2023_015_019,train
dop20rgbi_32_378_5610_2_rp_2023_015_020,train
dop20rgbi_32_378_5610_2_rp_2023_016_019,train
dop20rgbi_32_378_5610_2_rp_2023_016_020,train
dop20rgbi_32_380_5598_2_rp_2023_001_020,train
dop20rgbi_32_380_5598_2_rp_2023_002_019,train
dop20rgbi_32_380_5598_2_rp_2023_002_020,train
dop20rgbi_32_380_5598_2_rp_2023_003_019,train
dop20rgbi_32_380_5598_2_rp_2023_003_020,train
dop20rgbi_32_380_5602_2_rp_2023_003_010,train
dop20rgbi_32_380_5602_2_rp_2023_004_009,train
dop20rgbi_32_380_5602_2_rp_2023_004_010,train
dop20rgbi_32_380_5602_2_rp_2023_005_009,train
dop20rgbi_32_380_5602_2_rp_2023_005_010,train
dop20rgbi_32_380_5602_2_rp_2023_006_009,train
dop20rgbi_32_380_5602_2_rp_2023_006_010,train
dop20rgbi_32_380_5604_2_rp_2023_019_015,train
dop20rgbi_32_380_5604_2_rp_2023_019_016,train
dop20rgbi_32_380_5604_2_rp_2023_020_015,train
dop20rgbi_32_380_5604_2_rp_2023_020_016,train
dop20rgbi_32_380_5606_2_rp_2023_001_013,train
dop20rgbi_32_380_5606_2_rp_2023_002_013,train
dop20rgbi_32_380_5606_2_rp_2023_002_014,train
dop20rgbi_32_380_5606_2_rp_2023_013_006,train
dop20rgbi_32_380_5606_2_rp_2023_014_005,train
dop20rgbi_32_380_5606_2_rp_2023_014_006,train
dop20rgbi_32_380_5606_2_rp_2023_015_006,train
dop20rgbi_32_380_5606_2_rp_2023_015_007,train
dop20rgbi_32_380_5608_2_rp_2023_001_003,train
dop20rgbi_32_380_5608_2_rp_2023_001_004,train
dop20rgbi_32_380_5608_2_rp_2023_002_003,train
dop20rgbi_32_380_5608_2_rp_2023_002_004,train
dop20rgbi_32_380_5608_2_rp_2023_003_003,train
dop20rgbi_32_380_5608_2_rp_2023_003_004,train
dop20rgbi_32_380_5608_2_rp_2023_003_005,train
dop20rgbi_32_380_5608_2_rp_2023_003_006,train
dop20rgbi_32_380_5608_2_rp_2023_004_003,train
dop20rgbi_32_380_5608_2_rp_2023_004_004,train
dop20rgbi_32_380_5608_2_rp_2023_004_005,train
dop20rgbi_32_380_5608_2_rp_2023_004_006,train
dop20rgbi_32_380_5608_2_rp_2023_005_005,train
dop20rgbi_32_380_5608_2_rp_2023_005_006,train
dop20rgbi_32_380_5608_2_rp_2023_006_005,train
dop20rgbi_32_380_5608_2_rp_2023_006_006,train
dop20rgbi_32_380_5608_2_rp_2023_013_019,train
dop20rgbi_32_380_5608_2_rp_2023_014_019,train
dop20rgbi_32_380_5608_2_rp_2023_014_020,train
dop20rgbi_32_380_5608_2_rp_2023_019_013,train
dop20rgbi_32_380_5608_2_rp_2023_020_013,train
dop20rgbi_32_380_5608_2_rp_2023_020_014,train
dop20rgbi_32_380_5610_2_rp_2023_013_003,train
dop20rgbi_32_380_5610_2_rp_2023_014_003,train
dop20rgbi_32_380_5610_2_rp_2023_014_004,train
dop20rgbi_32_382_5598_2_rp_2023_003_001,train
dop20rgbi_32_382_5598_2_rp_2023_003_002,train
dop20rgbi_32_382_5598_2_rp_2023_003_018,train
dop20rgbi_32_382_5598_2_rp_2023_003_019,train
dop20rgbi_32_382_5598_2_rp_2023_004_001,train
dop20rgbi_32_382_5598_2_rp_2023_004_002,train
dop20rgbi_32_382_5598_2_rp_2023_009_009,train
dop20rgbi_32_382_5598_2_rp_2023_009_010,train
dop20rgbi_32_382_5598_2_rp_2023_009_011,train
dop20rgbi_32_382_5598_2_rp_2023_009_012,train
dop20rgbi_32_382_5598_2_rp_2023_010_012,train
dop20rgbi_32_382_5598_2_rp_2023_013_006,train
dop20rgbi_32_382_5598_2_rp_2023_014_005,train
dop20rgbi_32_382_5598_2_rp_2023_014_006,train
dop20rgbi_32_382_5600_2_rp_2023_009_018,train
dop20rgbi_32_382_5600_2_rp_2023_010_018,train
dop20rgbi_32_382_5600_2_rp_2023_012_018,train
dop20rgbi_32_382_5600_2_rp_2023_015_006,train
dop20rgbi_32_382_5600_2_rp_2023_015_007,train
dop20rgbi_32_382_5600_2_rp_2023_015_019,train
dop20rgbi_32_382_5600_2_rp_2023_016_006,train
dop20rgbi_32_382_5600_2_rp_2023_016_007,train
dop20rgbi_32_382_5600_2_rp_2023_016_019,train
dop20rgbi_32_382_5600_2_rp_2023_016_020,train
dop20rgbi_32_382_5600_2_rp_2023_017_004,train
dop20rgbi_32_382_5600_2_rp_2023_018_004,train
dop20rgbi_32_382_5602_2_rp_2023_001_016,train
dop20rgbi_32_382_5602_2_rp_2023_002_013,train
dop20rgbi_32_382_5602_2_rp_2023_002_014,train
dop20rgbi_32_382_5602_2_rp_2023_002_015,train
dop20rgbi_32_382_5602_2_rp_2023_002_016,train
dop20rgbi_32_382_5602_2_rp_2023_003_013,train
dop20rgbi_32_382_5602_2_rp_2023_003_014,train
dop20rgbi_32_382_5602_2_rp_2023_003_015,train
dop20rgbi_32_382_5602_2_rp_2023_003_016,train
dop20rgbi_32_382_5602_2_rp_2023_004_013,train
dop20rgbi_32_382_5602_2_rp_2023_004_014,train
dop20rgbi_32_382_5602_2_rp_2023_004_015,train
dop20rgbi_32_382_5602_2_rp_2023_004_016,train
dop20rgbi_32_382_5602_2_rp_2023_005_001,train
dop20rgbi_32_382_5602_2_rp_2023_005_011,train
dop20rgbi_32_382_5602_2_rp_2023_005_012,train
dop20rgbi_32_382_5602_2_rp_2023_005_013,train
dop20rgbi_32_382_5602_2_rp_2023_005_014,train
dop20rgbi_32_382_5602_2_rp_2023_006_001,train
dop20rgbi_32_382_5602_2_rp_2023_006_002,train
dop20rgbi_32_382_5602_2_rp_2023_006_012,train
dop20rgbi_32_382_5602_2_rp_2023_006_013,train
dop20rgbi_32_382_5602_2_rp_2023_006_014,train
dop20rgbi_32_382_5602_2_rp_2023_007_013,train
dop20rgbi_32_382_5602_2_rp_2023_007_014,train
dop20rgbi_32_382_5602_2_rp_2023_007_019,train
dop20rgbi_32_382_5602_2_rp_2023_007_020,train
dop20rgbi_32_382_5602_2_rp_2023_008_013,train
dop20rgbi_32_382_5602_2_rp_2023_008_014,train
dop20rgbi_32_382_5602_2_rp_2023_008_020,train
dop20rgbi_32_382_5602_2_rp_2023_011_015,train
dop20rgbi_32_382_5602_2_rp_2023_011_016,train
dop20rgbi_32_382_5602_2_rp_2023_011_017,train
dop20rgbi_32_382_5602_2_rp_2023_011_018,train
dop20rgbi_32_382_5602_2_rp_2023_012_015,train
dop20rgbi_32_382_5602_2_rp_2023_012_016,train
dop20rgbi_32_382_5602_2_rp_2023_012_017,train
dop20rgbi_32_382_5602_2_rp_2023_012_018,train
dop20rgbi_32_382_5602_2_rp_2023_012_019,train
dop20rgbi_32_382_5602_2_rp_2023_013_019,train
dop20rgbi_32_382_5602_2_rp_2023_014_017,train
dop20rgbi_32_382_5602_2_rp_2023_015_002,train
dop20rgbi_32_382_5602_2_rp_2023_016_001,train
dop20rgbi_32_382_5602_2_rp_2023_016_002,train
dop20rgbi_32_382_5602_2_rp_2023_017_001,train
dop20rgbi_32_382_5602_2_rp_2023_017_002,train
dop20rgbi_32_382_5602_2_rp_2023_017_007,train
dop20rgbi_32_382_5602_2_rp_2023_017_008,train
dop20rgbi_32_382_5602_2_rp_2023_018_002,train
dop20rgbi_32_382_5602_2_rp_2023_018_007,train
dop20rgbi_32_382_5602_2_rp_2023_018_008,train
dop20rgbi_32_384_5598_2_rp_2023_002_005,train
dop20rgbi_32_384_5598_2_rp_2023_003_004,train
dop20rgbi_32_384_5598_2_rp_2023_003_005,train
dop20rgbi_32_384_5598_2_rp_2023_003_006,train
dop20rgbi_32_384_5598_2_rp_2023_003_010,train
dop20rgbi_32_384_5598_2_rp_2023_004_003,train
dop20rgbi_32_384_5598_2_rp_2023_004_004,train
dop20rgbi_32_384_5598_2_rp_2023_004_005,train
dop20rgbi_32_384_5598_2_rp_2023_004_008,train
dop20rgbi_32_384_5598_2_rp_2023_004_009,train
dop20rgbi_32_384_5598_2_rp_2023_005_002,train
dop20rgbi_32_384_5598_2_rp_2023_005_003,train
dop20rgbi_32_384_5598_2_rp_2023_005_007,train
dop20rgbi_32_384_5598_2_rp_2023_005_008,train
dop20rgbi_32_384_5598_2_rp_2023_006_010,train
dop20rgbi_32_384_5598_2_rp_2023_007_012,train
dop20rgbi_32_384_5598_2_rp_2023_007_013,train
dop20rgbi_32_384_5598_2_rp_2023_008_011,train
dop20rgbi_32_384_5598_2_rp_2023_008_012,train
dop20rgbi_32_384_5598_2_rp_2023_008_013,train
dop20rgbi_32_384_5598_2_rp_2023_008_014,train
dop20rgbi_32_384_5598_2_rp_2023_009_012,train
dop20rgbi_32_384_5598_2_rp_2023_009_013,train
dop20rgbi_32_384_5598_2_rp_2023_009_014,train
dop20rgbi_32_384_5598_2_rp_2023_010_011,train
dop20rgbi_32_384_5598_2_rp_2023_010_012,train
dop20rgbi_32_384_5598_2_rp_2023_010_013,train
dop20rgbi_32_384_5598_2_rp_2023_010_014,train
dop20rgbi_32_384_5600_2_rp_2023_004_004,train
dop20rgbi_32_384_5600_2_rp_2023_004_005,train
dop20rgbi_32_384_5600_2_rp_2023_004_006,train
dop20rgbi_32_384_5600_2_rp_2023_005_003,train
dop20rgbi_32_384_5600_2_rp_2023_005_004,train
dop20rgbi_32_384_5600_2_rp_2023_005_005,train
dop20rgbi_32_384_5600_2_rp_2023_005_006,train
dop20rgbi_32_384_5600_2_rp_2023_006_003,train
dop20rgbi_32_384_5600_2_rp_2023_006_004,train
dop20rgbi_32_384_5600_2_rp_2023_006_006,train
dop20rgbi_32_384_5600_2_rp_2023_007_002,train
dop20rgbi_32_384_5600_2_rp_2023_007_003,train
dop20rgbi_32_384_5600_2_rp_2023_007_004,train
dop20rgbi_32_384_5600_2_rp_2023_008_002,train
dop20rgbi_32_384_5600_2_rp_2023_009_002,train
dop20rgbi_32_384_5600_2_rp_2023_011_011,train
dop20rgbi_32_384_5600_2_rp_2023_011_012,train
dop20rgbi_32_384_5600_2_rp_2023_012_011,train
dop20rgbi_32_384_5600_2_rp_2023_012_012,train
dop20rgbi_32_384_5600_2_rp_2023_015_011,train
dop20rgbi_32_384_5600_2_rp_2023_015_012,train
dop20rgbi_32_384_5600_2_rp_2023_016_009,train
dop20rgbi_32_384_5600_2_rp_2023_016_011,train
dop20rgbi_32_384_5600_2_rp_2023_016_012,train
dop20rgbi_32_384_5600_2_rp_2023_017_007,train
dop20rgbi_32_384_5600_2_rp_2023_017_008,train
dop20rgbi_32_384_5600_2_rp_2023_017_009,train
dop20rgbi_32_384_5600_2_rp_2023_017_010,train
dop20rgbi_32_384_5600_2_rp_2023_018_007,train
dop20rgbi_32_384_5600_2_rp_2023_018_008,train
dop20rgbi_32_384_5602_2_rp_2023_001_007,train
dop20rgbi_32_384_5602_2_rp_2023_001_008,train
dop20rgbi_32_384_5602_2_rp_2023_001_009,train
dop20rgbi_32_384_5602_2_rp_2023_002_001,train
dop20rgbi_32_384_5602_2_rp_2023_002_006,train
dop20rgbi_32_384_5602_2_rp_2023_003_001,train
dop20rgbi_32_384_5602_2_rp_2023_003_002,train
dop20rgbi_32_384_5602_2_rp_2023_003_003,train
dop20rgbi_32_384_5602_2_rp_2023_003_004,train
dop20rgbi_32_384_5602_2_rp_2023_003_005,train
dop20rgbi_32_384_5602_2_rp_2023_003_006,train
dop20rgbi_32_384_5602_2_rp_2023_004_002,train
dop20rgbi_32_384_5602_2_rp_2023_004_003,train
dop20rgbi_32_384_5602_2_rp_2023_004_004,train
dop20rgbi_32_384_5602_2_rp_2023_004_005,train
dop20rgbi_32_384_5602_2_rp_2023_004_006,train
dop20rgbi_32_384_5602_2_rp_2023_005_002,train
dop20rgbi_32_384_5602_2_rp_2023_005_005,train
dop20rgbi_32_384_5602_2_rp_2023_005_006,train
dop20rgbi_32_384_5602_2_rp_2023_005_007,train
dop20rgbi_32_384_5602_2_rp_2023_006_002,train
dop20rgbi_32_384_5602_2_rp_2023_006_003,train
dop20rgbi_32_384_5602_2_rp_2023_006_007,train
dop20rgbi_32_384_5602_2_rp_2023_007_001,train
dop20rgbi_32_384_5602_2_rp_2023_007_002,train
dop20rgbi_32_384_5602_2_rp_2023_007_003,train
dop20rgbi_32_384_5602_2_rp_2023_007_004,train
dop20rgbi_32_384_5602_2_rp_2023_007_007,train
dop20rgbi_32_384_5602_2_rp_2023_007_008,train
dop20rgbi_32_384_5602_2_rp_2023_007_009,train
dop20rgbi_32_384_5602_2_rp_2023_007_010,train
dop20rgbi_32_384_5602_2_rp_2023_007_011,train
dop20rgbi_32_384_5602_2_rp_2023_007_012,train
dop20rgbi_32_384_5602_2_rp_2023_007_017,train
dop20rgbi_32_384_5602_2_rp_2023_007_018,train
dop20rgbi_32_384_5602_2_rp_2023_007_019,train
dop20rgbi_32_384_5602_2_rp_2023_007_020,train
dop20rgbi_32_384_5602_2_rp_2023_008_001,train
dop20rgbi_32_384_5602_2_rp_2023_008_002,train
dop20rgbi_32_384_5602_2_rp_2023_008_003,train
dop20rgbi_32_384_5602_2_rp_2023_008_006,train
dop20rgbi_32_384_5602_2_rp_2023_008_007,train
dop20rgbi_32_384_5602_2_rp_2023_008_009,train
dop20rgbi_32_384_5602_2_rp_2023_008_010,train
dop20rgbi_32_384_5602_2_rp_2023_008_011,train
dop20rgbi_32_384_5602_2_rp_2023_008_017,train
dop20rgbi_32_384_5602_2_rp_2023_008_018,train
dop20rgbi_32_384_5602_2_rp_2023_008_019,train
dop20rgbi_32_384_5602_2_rp_2023_008_020,train
dop20rgbi_32_384_5602_2_rp_2023_009_006,train
dop20rgbi_32_384_5602_2_rp_2023_009_007,train
dop20rgbi_32_384_5602_2_rp_2023_009_008,train
dop20rgbi_32_384_5602_2_rp_2023_011_001,train
dop20rgbi_32_384_5602_2_rp_2023_011_002,train
dop20rgbi_32_384_5602_2_rp_2023_012_001,train
dop20rgbi_32_384_5602_2_rp_2023_012_002,train
dop20rgbi_32_384_5602_2_rp_2023_013_011,train
dop20rgbi_32_384_5602_2_rp_2023_014_009,train
dop20rgbi_32_384_5602_2_rp_2023_014_010,train
dop20rgbi_32_384_5602_2_rp_2023_014_011,train
dop20rgbi_32_384_5602_2_rp_2023_014_012,train
dop20rgbi_32_384_5602_2_rp_2023_015_011,train
dop20rgbi_32_384_5602_2_rp_2023_015_012,train
dop20rgbi_32_384_5602_2_rp_2023_016_012,train
dop20rgbi_32_384_5604_2_rp_2023_001_011,train
dop20rgbi_32_384_5604_2_rp_2023_001_012,train
dop20rgbi_32_384_5604_2_rp_2023_002_011,train
dop20rgbi_32_384_5604_2_rp_2023_002_012,train
dop20rgbi_32_384_5604_2_rp_2023_003_011,train
dop20rgbi_32_384_5604_2_rp_2023_003_012,train
dop20rgbi_32_384_5604_2_rp_2023_004_011,train
dop20rgbi_32_384_5604_2_rp_2023_004_012,train
dop20rgbi_32_384_5604_2_rp_2023_005_012,train
dop20rgbi_32_384_5604_2_rp_2023_006_011,train
dop20rgbi_32_384_5604_2_rp_2023_006_012,train
dop20rgbi_32_384_5604_2_rp_2023_007_008,train
dop20rgbi_32_384_5604_2_rp_2023_007_009,train
dop20rgbi_32_384_5604_2_rp_2023_007_010,train
dop20rgbi_32_384_5604_2_rp_2023_008_008,train
dop20rgbi_32_384_5604_2_rp_2023_008_009,train
dop20rgbi_32_384_5604_2_rp_2023_008_010,train
dop20rgbi_32_384_5604_2_rp_2023_009_003,train
dop20rgbi_32_384_5604_2_rp_2023_010_003,train
dop20rgbi_32_384_5604_2_rp_2023_010_017,train
dop20rgbi_32_384_5604_2_rp_2023_011_003,train
dop20rgbi_32_384_5604_2_rp_2023_011_015,train
dop20rgbi_32_384_5604_2_rp_2023_011_016,train
dop20rgbi_32_384_5604_2_rp_2023_011_017,train
dop20rgbi_32_384_5604_2_rp_2023_017_009,train
dop20rgbi_32_384_5604_2_rp_2023_017_010,train
dop20rgbi_32_384_5604_2_rp_2023_018_010,train
dop20rgbi_32_384_5604_2_rp_2023_019_005,train
dop20rgbi_32_384_5604_2_rp_2023_019_006,train
dop20rgbi_32_384_5604_2_rp_2023_019_007,train
dop20rgbi_32_384_5604_2_rp_2023_019_008,train
dop20rgbi_32_384_5604_2_rp_2023_019_009,train
dop20rgbi_32_384_5604_2_rp_2023_019_010,train
dop20rgbi_32_384_5604_2_rp_2023_020_006,train
dop20rgbi_32_384_5604_2_rp_2023_020_007,train
dop20rgbi_32_384_5604_2_rp_2023_020_008,train
dop20rgbi_32_384_5604_2_rp_2023_020_009,train
dop20rgbi_32_384_5604_2_rp_2023_020_010,train
dop20rgbi_32_384_5606_2_rp_2023_017_017,train
dop20rgbi_32_384_5606_2_rp_2023_017_019,train
dop20rgbi_32_384_5606_2_rp_2023_018_017,train
dop20rgbi_32_384_5606_2_rp_2023_018_018,train
dop20rgbi_32_384_5606_2_rp_2023_018_019,train
dop20rgbi_32_384_5606_2_rp_2023_019_018,train
dop20rgbi_32_384_5606_2_rp_2023_019_019,train
dop20rgbi_32_384_5606_2_rp_2023_019_020,train
dop20rgbi_32_384_5606_2_rp_2023_020_019,train
dop20rgbi_32_384_5612_2_rp_2023_017_008,train
dop20rgbi_32_384_5612_2_rp_2023_017_009,train
dop20rgbi_32_384_5612_2_rp_2023_017_010,train
